CODI_BASE,DSL,la,dc,sre,srd,dire,dird,dife,difd,dure,durd
1587,1591,1.90934,96.8735,2951.82,3878.49,3687.46,2532.88,1233.43,1165.66,6.66371,8.03486
1588,NULL,0.55667,29.2607,5073.33,5406.59,3828.02,4260.43,1241.1,1287.58,9.80927,9.9006
1591,1531,0.210154,53.5768,3437.55,3988.37,3354.76,2811.07,1215.38,1167.64,10.4411,9.12164
1594,1600,0.0227576,0.38287,4390.85,4500.59,3438.91,3291.73,1285.19,1271.86,10.3089,10.3201
1595,1522,0.198585,3.54489,5133.38,5438.86,3809.52,2641.57,1313.27,1285.32,10.6691,11.1558
1598,3395,0.951033,100.39,5099.3,4770.3,3708.61,3751.91,1226.76,1199.99,10.0406,10.1948
1600,1603,0.0288348,0.462112,4311.03,4379.98,3292.2,3242.84,1198.26,1218.63,9.23391,9.6663
1603,1605,0.065136,1.67862,5141.65,4604.27,3719.74,3278.6,1232.14,1241.3,9.57712,9.28094
1604,1628,0.254712,9.684,5218.97,4519.99,3570.91,3190.75,1130.85,1160.27,10.8678,9.88714
1605,1531,0.703067,69.5091,4692.57,4218.6,3712.14,3002.5,1220.6,1204.96,10.4941,9.55651
1606,1581,0.173198,7.01928,4784.97,5289.12,3664.51,4209.71,1153.89,1192.75,7.82917,8.88295
1608,3395,0.040391,0.191781,3877.73,4672.87,3724.53,3711.69,1278.49,1271.11,10.2459,10.1132
1610,1605,0.219747,6.85681,4226.57,4177,3725.39,3007.09,1251.19,1196.19,8.49827,9.24301
1611,1598,0.0995381,29.0876,5157.29,5540,3944.28,4283.17,1270.4,1255.18,10.702,10.926
1613,1611,0.0197186,0.727412,4768.58,5138.45,4033.65,4068.04,1295.08,1266.03,10.817,10.4209
1616,1605,0.67599,13.6045,4699.25,4477.56,3752.95,3700.19,1244.77,1200.17,10.3787,10.1495
1619,3963,0.0231976,0.384574,4890.83,5046.12,4100.06,4162.82,1219.83,1211.29,11.3776,11.0204
1620,1581,1.1313,71.4621,4790.61,4685.71,3412.54,3595.47,1089.56,1155.93,8.12513,8.61059
1622,NULL,1.72835,10.5581,4519.18,4080.66,3622.06,3205.43,1166.54,1089.77,8.8533,8.77362
1623,1610,0.0264974,6.63465,5296.27,4450.22,3361.49,2687.02,1215.52,1229.77,9.50829,9.28801
1627,1628,0.0391523,0.602583,4836.09,4792.25,3758.33,3610.81,1307.76,1304.5,11.4835,11.1026
1628,1633,1.63826,21.4168,3961,4806.19,3403.65,2877.25,1144.75,1162.51,9.41461,10.077
1629,1623,0.0452527,4.10185,4206.02,3970.81,3407.85,2560.22,1221.07,1222.92,8.84937,9.47272
1631,NULL,1.25822,39.0261,5472.13,5191.84,3851.1,3881.09,1221.29,1212.22,10.4939,10.2185
1632,1639,0.474748,15.3133,5026.03,4443.68,3447.05,3360.49,1151.92,1150.75,8.39956,9.10167
1633,1632,0.322494,4.41826,3499.51,4012.44,3529.76,3032.02,1179.14,1158.38,7.96799,8.94367
1635,XX110,0.0639978,19.4515,5487.38,5262.41,3861.98,4126.19,1238.91,1225.92,8.56733,9.12082
1637,NULL,0.793019,11.8451,5451.88,5403.79,3858.54,4240.13,1254.55,1223.66,10.1899,10.6205
1638,1622,1.96922,58.9064,3884.56,4077.61,3535.91,3313.3,1104.21,1115.38,8.81417,8.85346
1639,NULL,3.07927,31.6142,4363.44,3832.17,3571.41,3058.81,1207.98,1138.28,7.99969,7.77058
1640,1691,0.348556,52.8019,4012.61,4447.42,3687.62,3348.85,1225.66,1220.6,10.2999,9.9041
1641,1639,0.515231,9.08497,4166.75,4167.52,3366.34,2461.43,1151.76,1116.09,8.13638,8.40815
1642,1645,0.0217617,7.31536,4056.7,4382.26,3637.86,3125.38,1155.43,1220.35,8.26475,8.88801
1643,1642,0.0641938,39.7661,4082.55,4338.87,3461.7,2688.56,1209.38,1166.61,7.49987,8.69185
1645,1640,0.305972,4.78222,4631.11,4313.21,3621.7,3244.84,1227.79,1217.44,8.16714,8.5054
1646,NULL,0.0775734,0.517306,4781.09,4780.24,3408.48,3337.96,1234.2,1242.73,8.46349,8.4779
1647,NULL,0.667777,77.5012,4775.35,4970.94,3818.22,3631.62,1280.36,1253.4,10.279,10.4273
1650,1691,0.0643594,0.718494,4600.39,4806.8,3662.5,2803.99,1201.64,1190.91,10.5922,10.2904
1651,1631,9.25591,108.483,4175.65,4766.96,3767.73,3560.14,1236.03,1215.82,9.75741,9.73464
1654,1670,0.0327708,2.42655,2038.73,5097.91,3620.31,3288.02,1211.44,1143.04,5.22928,9.792
1659,3968,0.695452,10.2093,4499.23,4630.33,3579.86,2702.19,1124.72,1134.86,10.5542,9.93775
1663,1691,3.11597,32.7278,3994.12,4227.66,3711.74,3092.57,1246.46,1192.17,9.0917,9.56655
1664,1682,1.72714,16.7656,4067.82,3957.85,3531.68,3091.12,1221.02,1201.1,8.17326,8.63906
1665,1651,0.0554977,4.49032,4432.68,4709.52,3365.82,3976.32,1166.88,1184.34,9.13898,9.11571
1666,1522,9.29455,99.6597,4413.94,4698.3,3806.33,3568.12,1239.57,1190.34,9.66499,9.29708
1667,1663,0.0575594,0.520338,4121.91,3882.39,3709.73,3097.58,1265.02,1243.05,9.79702,9.66262
1670,1664,0.354855,29.5251,3916.24,4214.07,3635.74,2776.65,1198.09,1197.84,8.94959,9.52415
1671,3047,0.506829,16.0927,5356.12,5280.95,3659.22,3476.73,1217.76,1238.79,10.2847,10.084
1672,1670,0.0391922,5.45937,3823.96,4678.61,3221.81,2750.11,1263.35,1245.79,9.24816,9.77988
1673,1691,0.0590586,0.468071,4963.81,4702.49,3558.23,3463.7,1278.96,1271.59,10.1246,10.2211
1674,1670,0.198699,3.43736,4317.04,4608.3,3628.88,3624.06,1205.3,1166.64,9.12928,9.62911
1675,1670,0.0235336,1.79122,3556.74,4602.67,3580.45,3760.53,1288.21,1258.63,9.36826,9.80942
1676,1670,0.0380673,1.3422,4746.55,4844.62,3598.85,3620.37,1253.09,1205.54,9.6522,9.77319
1677,1682,0.0581977,0.423013,5230.98,5160.24,3771.07,3729.99,1273.54,1268.45,10.4855,10.4917
1678,1683,0.0311021,1.01249,4859.68,4567.96,3591.46,3447.14,1296.15,1287.35,9.51902,9.55234
1679,1670,0.3691,6.6682,4839.37,4776.73,3715.82,3379.81,1286.77,1274.37,9.79362,10.174
1680,1678,0.113246,13.9876,4604.67,4794.46,3686.35,3478.96,1292.44,1279.63,9.4964,10.1748
1681,1680,0.548441,25.3342,4394.79,4755.29,3710,3399.77,1285.04,1272.99,9.82661,10.1592
1682,1691,1.21581,27.4335,2813.89,4215.92,3747.36,3091.51,1241.66,1213.89,7.35246,9.29203
1683,3011,0.195684,6.2597,4975.15,4939.67,3579.04,3696.91,1292.63,1281.49,9.70158,9.82346
1684,3015,0.0926898,3.41424,4777.54,4503.29,3628.32,3298.11,1278.19,1252.25,8.93764,9.09367
1685,XX228,2.70873,73.3074,3775.71,3912.02,3708.63,2952.05,1228.65,1228.01,9.06095,9.01513
1686,3011,0.0740524,1.48278,5102.18,4947.7,3832.57,3710.02,1276.37,1268.15,9.87889,10.007
1687,1685,0.61702,25.5207,3400.41,4340.7,3481.54,2421.64,1191,1183.34,7.8704,8.87329
1688,1681,0.0493316,0.422714,4818.1,4901.85,3610.62,3507.06,1283.68,1284.94,9.76163,9.86128
1689,1688,0.536458,3.17661,4978.37,4866.09,3798.94,3705.5,1273.49,1264.31,9.73155,9.69026
1690,1694,0.107004,2.0055,5272.27,5025.12,3675.18,3399.53,1273.82,1300.77,9.79374,9.77376
1691,3008,14.1431,146.66,4335.39,4551.28,3659.68,3446.65,1225.03,1154.19,9.36651,9.88243
1694,1682,0.646399,16.8153,2339.65,4247.96,3663.81,2613.88,1222.39,1188.86,7.33776,10.0285
1699,XX228,0.019185,0.787913,4338.96,4210.95,3737.25,3598.76,1290.3,1279.74,9.10506,8.80645
1702,1522,0.363094,10.1051,5810.76,5395.73,3703.07,3925.09,1166.19,1160.89,10.7068,10.0072
1703,3014,0.245827,2.27615,4248.51,4126.25,3715.44,3363.34,1284.52,1278.35,9.2282,8.89184
1705,NULL,0.463366,37.458,4839.03,4493.68,3486.24,3414.47,1162.35,1141.49,8.68655,9.00617
1706,1691,0.543691,15.816,4863.23,4317.04,3677.45,3381.35,1248.53,1238.05,10.275,9.76977
1709,3013,0.108129,5.9419,4901.37,4545.5,3734.32,3421.39,1275.09,1283.43,9.89568,10.0541
1710,1716,0.0280004,2.24177,5586.77,5518.04,3434,2667.46,1223.57,1194.37,9.23174,9.17684
1711,3013,0.598035,2.74007,4579.46,4782.89,3872.78,3810.63,1294.44,1273.82,10.0659,10.2037
1712,1710,0.118845,6.16824,5414.06,5059.51,3174.72,2170.92,1156.87,1175.74,8.46594,9.14696
1713,1694,0.0739069,0.562539,3817.97,3789.68,3778.66,3762.74,1265.75,1256.3,9.98359,10.0233
1714,1694,0.0407398,1.40258,4324.27,4292.69,3533.18,3139.33,1264.27,1259.31,9.96295,10.3371
1715,1714,0.800377,12.7312,3823.62,4488.06,3541.46,3134.22,1239.39,1243.04,11.1613,10.0712
1716,1685,0.104177,4.873,2519.83,3920.74,3682.36,3198.82,1177.22,1201.5,5.62596,8.01966
1717,1709,0.565301,10.8177,4882.2,4655.29,3768.22,3314.89,1260.85,1266.85,10.2309,10.3246
1718,1685,0.0498466,1.41099,5211.94,4548.85,2835.96,2441.39,1203.32,1252.76,11.0541,9.98874
1719,1706,0.167932,4.27679,3029.72,4520.44,3582.41,3217.83,1221.19,1166.45,9.05993,10.5311
1722,1727,0.0249815,0.617274,5139.52,5085.91,3455.91,3477.4,1284.76,1313.35,10.5103,10.4235
1723,1694,0.0412663,0.651479,2966.66,3709.29,3369.21,3149.53,1284.64,1287.36,10.2046,9.70603
1724,1685,0.0963582,2.06129,5134.21,4634.58,3842.92,3251.64,1334.32,1344.83,9.28576,8.66301
1725,1727,0.0168658,0.164755,4981.87,5233.89,3758.83,3750.87,1300.26,1317.63,10.4082,10.3079
1727,1737,2.59967,12.3962,4828.7,4767.84,3729.25,3527.39,1282.23,1239.37,10.3328,10.1449
1728,3279,0.351262,4.8744,5084.02,4834.62,3740.98,3447.49,1283.03,1245.13,9.89067,10.2666
1729,1778,0.703933,74.5625,4250.75,4419.97,3862.05,2849.38,1274.06,1240.95,9.77603,9.9669
1731,1706,0.684062,3.23076,4419.07,4408.67,3779.06,3427.78,1268.61,1242,10.0584,10.2189
1732,1522,0.32776,4.82695,5479.04,5562.08,3948.34,4312.55,1226.22,1225.8,10.6939,10.5393
1733,1522,1.48309,113.313,4334.54,4257.61,3680.63,3167.25,1178.47,1146.62,9.01467,8.87116
1734,1715,0.0455791,3.60294,5519.59,4943.18,3371.55,3114.65,1260.13,1226.1,10.6686,9.97394
1735,3250,0.142774,3.80758,4841.86,4458.36,3635.2,2991.45,1234.85,1260.19,10.9574,9.96066
1737,XX170,0.0815333,2.25361,5217.67,4892.05,3427.09,2492.11,1196.17,1217.78,10.3382,10.0934
1739,3245,4.96001,21.5006,3899.16,4402.62,3722.77,3021.13,1249.54,1194.82,8.8791,9.94826
1741,XX103,0.195267,5.75253,4112.96,4312.66,3501.25,3192.29,1219.81,1163.91,8.50775,8.7307
1744,1735,0.179761,9.89979,4099.52,4174.43,3746.95,2905.67,1247.63,1223.63,10.5211,9.55405
1745,NULL,10.8295,122.774,5005.13,5074.54,3780.72,3682.96,1276.81,1224.37,10.2459,9.94648
1746,1748,0.0671031,2.30348,4287.9,3770.4,3310.61,2753.42,1195.27,1229.04,9.78325,8.77456
1747,1717,0.0159691,1.39005,4726.87,4693.72,3810.29,3864.97,1258.25,1253.21,10.1229,10.7566
1748,1766,0.145458,1.37998,3522.87,3848.04,3765.36,3412.38,1328.1,1335.43,10.7166,9.09652
1749,XX156,0.0706997,0.295542,3697.2,3793.9,3901.69,3917.48,1298.49,1292.51,10.3342,10.0143
1752,3245,0.0219434,0.315868,4971.66,4816.51,3269.96,2853.35,1222.88,1211.64,10.531,10.1589
1753,3048,0.223662,14.4341,5722.39,5478.49,4005.86,4106.55,1338.13,1248.8,10.6103,10.21
1754,1762,0.0485375,0.895884,4710.73,4454.4,3637.27,3714.52,1288.38,1294.77,10.7907,10.2794
1755,1761,3.66189,15.0386,4630.96,4394.82,3644.68,3484.92,1226.34,1189.54,9.97463,9.67138
1756,1766,0.0237245,1.7895,3999.28,3926.83,3536.67,3320.24,1365.57,1355.81,10.1546,9.42785
1758,1752,0.0365429,0.362252,4916.85,4671.69,3436.64,3138.5,1216.12,1202.39,10.3908,9.84943
1759,NULL,0.631878,9.66121,4848.31,4985.14,3811.43,4070.14,1276.49,1235.44,11.7468,10.9372
1761,3009,0.860706,12.7787,4311.95,4523.97,3675.88,3381.55,1233.8,1201.42,8.74241,9.45012
1762,1776,0.0505213,0.462031,5179.23,5111.4,4017.22,3987.87,1282.24,1266.89,10.53,10.7567
1764,XX103,0.617443,47.663,3918.35,3799,3584.32,2389.24,1173.68,1122.24,8.02949,7.70669
1765,1807,0.914288,102.743,4145.46,5020.84,3757.75,3807.82,1169.49,1202.45,10.9007,10.3202
1766,3269,3.54585,18.7314,4253.44,4382.11,3811.57,3194.93,1295.83,1276.42,10.2705,10.4259
1767,1763,0.508732,12.1352,3285.84,4846.45,3891.73,2712.57,1277.25,1267.72,7.19009,9.51246
1771,1739,0.0375952,0.408512,3147.25,3005.84,3547.62,3359.15,1224.34,1235.28,7.608,8.19505
1776,3010,2.12751,6.67921,4253.6,4347.29,3793.15,3668.2,1300.1,1288.32,10.4138,10.4441
1778,1804,0.249761,17.6625,3459.05,4024.57,3639.86,3165.35,1215.74,1227.36,10.9869,10.195
1780,1761,1.11496,8.42319,5060.41,4552.77,3575.67,3243.83,1182.52,1164.57,9.83342,9.56834
1781,1522,0.100271,32.9343,2759.19,3724.81,3409.81,2085.36,1117.39,1100.65,7.31966,8.3472
1783,3249,0.952027,4.23872,3437.78,3812.59,3805.54,3157.08,1265.48,1238.53,10.546,10.1693
1784,1522,0.452052,13.54,5749.2,5544.28,3811.9,3986.22,1254.8,1247.41,10.3875,10.1139
1786,3020,0.252703,2.47084,3920.81,4305.14,3206.07,3059.16,1175.78,1156.92,8.5641,9.5723
1788,1789,0.302335,3.55425,4210.53,4519.77,3479.23,3200.06,1217.27,1219.07,8.95077,9.96071
1789,1786,0.0123985,0.300199,4282.54,4317.55,3555.51,3618.56,1241.68,1210.39,8.91919,8.98139
1790,3020,0.208165,4.64453,4201.33,4279.53,3713.06,3491.63,1267.48,1233.17,7.58273,9.04405
1791,1793,0.122892,1.96514,4582.9,4582.86,3645.32,3251.09,1267.41,1257.32,8.92237,9.65305
1792,XX130,0.117664,1.57892,4875.92,4517.92,3826.31,3502.24,1290.8,1286.7,10.0052,10.2023
1793,1788,0.0232611,0.219645,4736.47,4754.1,3516.19,3368.37,1273.98,1273.13,8.86402,9.05166
1794,1789,0.141118,0.612596,4650.56,4622.7,3698.42,3520.86,1290.92,1281.17,9.35851,9.32632
1800,1807,3.11058,105.873,4447.41,4983.73,3423.63,3795.51,1117.14,1188.3,8.87314,9.33897
1801,1755,0.995908,24.3845,3796.31,4386.34,3587.25,3127.62,1178.22,1141.06,9.10006,9.6491
1803,NULL,1.49375,15.8093,5203.47,5024.47,3560.02,3818.33,1157.27,1180.95,10.8521,9.98678
1804,NULL,0.0358336,7.71455,3618.24,3657.96,3755.16,2992.21,1257.1,1216.93,11.2944,10.5571
1805,1522,0.0378083,3.24331,5595.37,5186.56,4030.95,4140.78,1267.59,1257.53,10.8582,11.0095
1806,1805,0.0428232,3.48793,5092.26,5095.19,3901.89,4211,1270.37,1251.13,11.3074,11.3349
1807,NULL,3.39207,38.3112,4441.21,4919.51,3787.71,3970.95,1215.62,1184.44,10.6804,10.4578
1808,1823,0.0276947,1.25575,4961.57,5267.23,3854.05,3832.72,1305.97,1308.05,9.48285,9.46723
1809,1780,1.92724,40.7538,4950.52,4560.19,3546.89,3546.66,1190.56,1138.31,9.52241,9.20428
1810,3021,4.63864,35.2704,3147.56,4261.21,3705.75,2975.56,1243.01,1212.13,7.50506,9.3031
1812,1823,0.426004,2.58695,5005.96,4524.63,3654.17,3627.28,1260.2,1265.84,9.57595,9.1339
1815,1845,0.111628,2.66297,5375.94,5112.31,3615.34,2700.31,1272.33,1227.81,10.482,10.3128
1817,1828,0.0492192,2.16211,4093.7,4513.94,3830.55,3530.96,1226.27,1222.16,8.57611,9.38332
1821,1806,2.38766,19.7625,5211.85,4847.59,3883.15,3460.19,1256.61,1251.45,10.5847,10.7273
1822,1826,0.0822365,1.46233,4280.28,3928.5,3473.2,3146.61,1151.25,1168.01,8.14701,8.13252
1823,1845,0.906904,7.53663,5158.16,4808,3711.9,3480.45,1279.48,1255.63,10.0293,9.74337
1825,1830,0.100821,1.19265,4880.69,4911.17,3739.24,3700.55,1287.91,1282.65,9.12211,9.08219
1826,1809,0.026195,4.87392,4930.69,4724.57,3251.57,3252.06,1160.52,1128.75,8.9287,9.55875
1828,1830,0.0469879,0.774949,4839.49,4821.74,3951.32,4109.71,1201.39,1211.56,9.07312,9.06638
1829,1845,0.474412,12.6238,4812.67,4513.07,3677.79,3376.28,1212.19,1204.49,8.87607,9.22002
1830,3024,2.98142,39.575,4196.51,4056.94,3750.16,3177.12,1255.68,1234.61,8.87103,8.70853
1831,1522,0.349986,7.66411,4871.77,4874.03,3756.05,3991.21,1177.12,1138.08,10.7562,9.99138
1832,1830,0.0579976,23.4441,3796.33,4407.51,3526.09,2108.5,1209.34,1192.12,8.62436,8.77006
1834,1522,2.72167,103.456,3746.93,4041.65,3553.7,2817.73,1150.87,1125.63,7.78575,8.37965
1835,1800,0.396731,17.9107,4953.95,5054.74,3781.26,4181.41,1239.71,1312.69,8.93423,9.58624
1836,3026,0.10028,1.40256,5348.47,5194.85,3820.23,3726.33,1321.8,1328.8,9.36785,9.46862
1838,3374,1.08656,10.6392,4922.13,4959.76,3722.07,3777.46,1222.5,1177.93,10.1239,9.99308
1840,1843,0.107404,12.7692,4528.23,4494.27,3677.78,3956.38,1196.19,1194.6,7.93764,8.83285
1841,3372,0.0801711,1.50102,3463.73,3143.13,3597.38,3098.67,1208.6,1167.38,8.28258,7.78001
1842,3372,0.321888,6.15738,4346.66,4827.19,3734.55,3680.02,1214.05,1174.49,9.66916,10.0739
1843,1849,0.0569585,4.61222,4892.75,4592.14,4041.19,4159.81,1256.9,1270.86,8.14614,9.13505
1844,1846,0.0438433,0.472476,4012.59,4811.23,3484.47,3262.25,1287.83,1278.32,10.378,10.6917
1845,1801,13.6303,173.252,4439.55,4325.48,3651.43,3258.45,1196.24,1171.4,9.06817,9.27827
1846,1847,0.0372222,0.625673,4422.4,3713.37,3416.06,3502.4,1278.39,1289.27,8.80966,9.07717
1847,1854,0.0482574,2.10027,4755.89,4578.24,3548.13,3343.94,1279.57,1269.81,8.99656,9.57753
1849,1898,0.0798432,0.668181,5340.82,5176.88,3979.68,4037.14,1315.74,1317.12,9.41006,9.04709
1850,3372,0.0589819,10.3261,4868.48,4775.17,3862.92,3970.4,1203.82,1120.99,9.34708,9.77125
1851,3371,0.0567428,0.961782,4091.24,3929.9,3455.76,2803.86,1180.5,1144.19,8.24583,8.15009
1853,1522,1.72334,19.1745,5281.39,5097.8,3788.33,3981.93,1253.25,1251.91,10.7224,10.4668
1854,XX135,0.0391714,2.14935,4697.09,4658.24,3231.93,3125.34,1243.31,1232.78,9.48029,9.89438
1855,1878,0.113743,4.9536,4233.8,5602.62,3900.93,2671.97,1310.53,1285.28,10.0574,10.8521
1856,1522,0.0815898,2.37278,3608.01,4414.71,3686.42,3234.87,1244.89,1203.85,9.10306,9.12626
1857,1867,0.177215,1.86165,4837.7,4927.21,3513.13,3222.92,1271.49,1262.71,9.74875,9.92432
1858,XX90,0.234715,16.5976,4803.05,4793.79,3678.13,3702.18,1207.18,1148.38,8.72569,9.66432
1860,1845,0.985709,21.2199,4186.75,4642.52,3696.84,2837.38,1275,1216.54,8.61308,9.44027
1861,NULL,0.582102,6.28346,4256.13,4584.37,3633.21,2751.47,1225.75,1180.02,10.0002,10.2278
1862,3368,0.0434789,0.98526,4076,3538.87,3545.46,2922.05,1230.74,1196.33,8.67918,7.62909
1863,1860,1.78631,11.7673,4736.04,4927.68,3685,3335.94,1278.98,1233.45,9.49854,9.65528
1865,1858,5.11744,81.4277,3899.55,4272.7,3666.79,3186.39,1216.39,1164.72,8.21095,9.49481
1866,3368,0.0461149,2.25542,4038.33,3987.06,3564.02,3586.28,1222.33,1180.86,8.51894,8.31811
1867,1863,0.138541,9.29428,4698.73,4500.45,3723.38,3867.53,1271.86,1200.11,9.68958,9.13826
1868,NULL,1.43669,20.5439,5436.84,5366.35,3766.23,4112.79,1219.49,1198.93,10.2972,10.1855
1869,1867,7.38319,63.9244,4156.25,4233.79,3622.75,2955.37,1215.17,1174.65,7.89473,8.60912
1871,1886,0.0177448,0.306543,4683.89,4555.53,3847.46,3508.55,1272.32,1249.09,9.38932,8.97091
1873,1866,1.09283,14.9094,4179.42,4059.89,3553.83,3161.43,1177.7,1127.35,8.15536,8.45791
1874,1860,0.0321471,2.50841,4221.29,4393.25,3379.62,3367.14,1229.72,1249.3,9.84553,9.24425
1875,NULL,1.75262,147.904,4384.31,4202.47,3663.02,2762.65,1213.96,1193.03,9.96803,9.89158
1876,1877,0.0695391,25.0678,3843.28,3889.02,3371.13,2166.2,1195.91,1154.46,8.56063,8.7222
1877,1865,0.13341,2.76885,4656.22,4115.26,3697.75,3443.82,1199.23,1192.07,8.90155,8.81206
1878,1920,0.642835,12.7951,4015,4714.7,3795.67,3372.88,1295.5,1282.78,9.44492,9.817
1881,1892,0.499567,21.0739,3511.98,4745.48,3654.42,3187.85,1213.09,1170.8,10.1537,9.60779
1882,NULL,0.899974,39.9897,5246.32,5050.84,3863.96,4052,1315.71,1272.86,10.4286,10.3942
1883,1522,7.63131,393.835,4010.72,4478.44,3670.45,3423.5,1122.03,1155.94,10.2423,9.83449
1884,1873,0.307774,38.8222,3604.38,3896.13,3397.45,2574.08,1140.13,1122.05,7.9778,8.53306
1886,3072,7.52291,54.0874,4309.58,4422.41,3797.41,3292.2,1255.34,1198.89,9.27531,9.3021
1887,1868,0.308611,3.91348,3632.95,4777.63,3755.35,3783.98,1209.34,1177.07,9.38487,9.44157
1891,1877,0.030248,1.45637,4251.18,4373.27,3644.8,3239.72,1189.99,1172.93,8.8847,8.87175
1892,1896,0.049735,1.96534,4063.79,4192.77,3818.56,4161.78,1264.87,1254.15,9.54883,9.09754
1895,1897,0.500331,6.18124,5216.85,4863.79,3794.89,3201.19,1279.45,1234.57,9.777,9.47503
1896,1898,0.160314,8.32172,5093.76,4891.11,3653.6,3754.84,1210.23,1232.61,10.5357,9.90813
1897,1914,0.155027,4.71802,4975.74,4772.39,3513.09,3629.47,1268.79,1286.77,9.65589,9.70568
1898,1926,0.219669,34.7061,4600.11,4781.95,3844.84,3526.36,1210.36,1219.51,10.1904,9.6613
1900,1929,0.364819,6.46761,4531.65,4461.16,3789.76,3456.74,1298.46,1262.39,10.1092,9.55816
1903,3062,0.0572046,4.79864,5135.79,5140.01,3789.71,3963.55,1224.11,1254.76,9.82633,9.86961
1904,1917,0.0367433,4.35316,5552.67,5551.98,3743.8,4456.18,1207.99,1228.68,9.77161,9.93802
1905,1901,0.324495,7.76045,4326.62,4749.96,3737.96,2988.16,1267.35,1271.95,10.9547,10.156
1906,1939,7.27202,74.0661,3936.64,4904.9,3782.31,3725.66,1233.42,1208.71,9.76996,9.97468
1908,NULL,0.146463,10.0946,3513.33,4584.34,3770.67,2947.21,1284.62,1238.43,10.0572,10.2157
1909,NULL,0.0930552,0.718278,3391.08,3623.53,3825.08,3922.98,1291.84,1287.29,9.55954,9.5288
1910,3062,0.0108431,0.552121,5501.26,5071.72,3884.63,3872.52,1253.57,1253.54,10.2394,9.78613
1911,NULL,3.30887,75.3941,4062.31,4700.12,3764.28,3518.09,1245.54,1251.24,10.6559,10.5489
1914,1906,0.739546,18.914,4983.48,5179.59,3650.22,3505.52,1210.25,1209.16,8.91648,9.86752
1915,NULL,1.89193,44.797,4316.95,4719.21,3760.69,3379.52,1254.34,1250.7,10.1603,10.6595
1916,1904,0.0295745,9.26816,5510.35,5608.87,4118.41,4442.05,1265.72,1281.11,9.5911,10.5522
1917,3061,6.17742,63.9501,5011,5134.71,3776.22,4003.47,1193.63,1214.39,9.92304,10.0693
1918,NULL,0.447272,5.56016,5121.2,5096.38,3672.19,2870.31,1218.11,1210.38,10.3355,10.3472
1920,1914,7.22778,176.861,4660.75,4965.12,3738.44,3877.87,1266.34,1262.03,8.96482,10.0057
1924,1883,0.243068,11.3818,3277.66,4169.74,3538.61,2977.1,1209.46,1186.09,8.40512,9.5003
1926,1883,6.26194,112.863,4819.72,4810.65,3513.85,3723.39,1097.27,1097.95,8.9446,8.94153
1928,1976,2.41547,15.9387,5461.79,5136.33,3815.01,3785.72,1310.28,1290.89,10.6867,10.5006
1929,3256,2.03187,50.8275,4279.44,4516.99,3660.05,3329.29,1251.27,1219.89,9.06017,9.62138
1930,1948,0.274636,1.32914,4498.45,4555.85,3771.32,3744.63,1330.63,1330.61,9.98428,10.0297
1931,1924,1.77827,155.213,3871.26,4095.61,3460.58,2816.42,1191.18,1134.63,6.91197,8.51862
1932,1936,0.031047,5.37714,4718.12,4530.03,3575.41,3593.82,1314.45,1310.09,10.6681,9.60082
1933,1929,0.0194995,0.343952,4375.51,4325.73,3702.13,3538.09,1257.7,1268.71,9.50063,9.09984
1934,3256,0.292521,6.49918,4520.43,4520.25,3620.45,3681,1226.24,1201.48,9.44901,8.98271
1935,3416,0.0113728,0.680319,5723.49,5654.16,3752.47,3047.01,1224.89,1192.27,10.4759,10.2609
1936,1951,0.186382,13.2037,4564.92,4553.68,3896.44,3308.37,1319.56,1300.08,10.6552,9.74469
1937,3064,0.14923,1.8317,4402.77,4596.13,3762.31,4121.53,1155.74,1171.89,10.534,10.0018
1939,NULL,4.80546,74.5321,4312.85,4400.47,3448.62,3403.73,1096,1100.35,8.65363,8.7026
1940,3031,3.98319,51.1329,3899.69,4416.35,3690.82,3182.47,1254.82,1243.22,8.91329,9.69906
1941,1935,0.412217,5.86004,5680.69,5477.48,3595.29,2665.27,1186.42,1143.65,10.2009,9.6066
1942,1883,0.0887019,0.633862,4148.81,4039.29,3550.44,3519.23,1186.61,1195.79,7.44165,7.62229
1943,XX426,0.0325413,0.955214,3396.49,3801.87,3349.11,2936.02,1269.44,1243.77,7.77705,8.85164
1945,1937,1.35476,26.0169,3904.61,4725.53,3617.99,3781.19,1116.74,1164.87,9.64328,9.46831
1946,1951,0.0382901,2.18481,4558.71,4693.95,3785.21,3481.14,1341.45,1333.23,10.9202,10.5172
1948,1954,0.349444,1.97568,4625.65,4544.24,3840.86,3743.77,1343.68,1337.71,8.39257,9.22568
1949,1940,0.088125,3.40515,4089.85,4674.82,3621.91,2743.98,1255.33,1223.98,9.48257,9.30219
1950,3036,0.0305434,0.971931,4992.58,4944.19,3602.98,3437.21,1279.43,1253.52,9.84157,9.55548
1951,1973,0.228289,25.2586,3619.1,4559.45,3524.4,3145.06,1226.83,1236.27,9.34906,10.0285
1953,1946,0.0251915,0.323532,4554.82,4493.47,3571.31,3388.64,1328.23,1337.8,10.8811,10.8018
1954,3075,0.0304851,0.742922,5642.86,5609.15,3806.21,3632.42,1335.44,1346.68,9.98261,10.0289
1959,1950,0.0147338,0.508208,4990.48,4899.58,3494.39,3228.68,1280.38,1247.37,9.72615,9.51472
1960,1973,0.0409351,0.374884,4180.96,4320.04,3705.68,3540.52,1245.04,1222.5,9.36061,9.31007
