CODI_BASE,DSL,la,dc,sre,srd,dire,dird,dife,difd,dure,durd
1963,3036,0.0141658,0.740935,4985.2,4961.54,3642,3490.22,1282.33,1247.47,9.79489,9.39899
1965,1979,0.0348589,0.476492,4881.06,5107.25,3668.35,3460.2,1333.08,1331.39,10.5164,10.5695
1968,2035,1.30361,85.8181,4342.17,4510.03,3765.1,3193.53,1238.98,1214.53,9.78159,9.36616
1971,1976,1.3051,41.5254,5341.59,5219.14,3734.45,3976.67,1261.78,1268.22,9.51897,10.0047
1973,3029,1.39671,13.1078,4203.58,4085.25,3704.32,3017.64,1224.46,1198.62,9.56525,9.60012
1975,XX65,0.0288286,0.618186,3839.06,3446.39,3515.24,2793.94,1196.45,1147.54,7.66575,8.23766
1976,1939,4.14204,44.5069,5005.94,4916.79,3663.02,3680.95,1217.47,1169.21,9.48569,9.35831
1979,1989,0.13133,9.92261,3567.04,4584.22,3356.12,3100.92,1182.63,1193.79,8.44115,9.92291
1980,1931,0.057554,0.884924,4483.42,4117.19,3837.08,3759.45,1262.58,1276.9,8.10183,8.31108
1981,1975,1.54427,23.3947,3314.75,3678.22,3605.36,2338.36,1211.28,1121.6,6.15467,7.44159
1982,3256,0.0819302,1.54172,2668.34,4083.59,3690.89,3730.57,1244.76,1217.09,7.82566,9.0514
1983,3256,0.0676323,1.83828,4606.47,4313.7,3728.34,3247.06,1232.26,1191.34,9.98864,9.77958
1984,1883,0.113451,3.00058,4341.1,3925.44,3746.09,2944,1215.79,1199.07,9.35083,9.39502
1985,2003,0.032435,0.600025,3599.63,4310.06,3888.21,4007.6,1281.22,1265.91,10.5696,10.3632
1986,1984,0.151226,22.3476,3642.23,4167.47,3677.14,2819.14,1228.34,1177.86,8.45606,9.46845
1987,3257,0.327283,4.60836,4965.48,4892.49,3572.08,3414.53,1233.52,1192.79,9.33005,9.17458
1988,3256,0.0602347,2.22987,2603.35,4337.23,3412.81,2647.17,1212.82,1167.75,8.64941,10.2499
1989,2002,0.0713386,4.59808,3792.05,4073.31,3393.08,2973.72,1192.2,1143.03,7.96414,8.3858
1990,1993,9.01556,116.184,4291.54,4769.17,3730.11,3770.77,1246.15,1218.57,8.92333,9.89382
1991,2002,0.0810716,2.01039,5030.79,4183.49,3686.62,3489.28,1234.09,1183.66,8.3273,7.95369
1993,2043,12.2149,113.238,3795.43,4579.25,3659.59,3245.44,1228.82,1209.37,8.9854,9.60966
1994,1990,0.46473,2.99585,5018.13,5029.02,3787.43,3745.62,1253.6,1228.79,9.95986,9.99262
1995,3257,0.151672,2.41952,5072.83,4695.48,3694.65,3395.69,1228.12,1163.35,9.0417,8.89916
1996,1994,0.0657271,5.92148,5418.74,5293.94,3827.5,3936.32,1224.59,1188.79,10.1638,10.0697
1997,1883,0.738258,2.66789,4549.55,4806.11,3702.96,3723.58,1209.75,1194.75,9.85973,10.0799
1998,2011,1.43132,12.7609,3150.04,3999.78,3463.94,3072.39,1170.56,1111.61,7.24956,8.57011
1999,NULL,0.537496,13.8922,4867.87,5179.38,3758.4,4211.94,1188.06,1237.84,8.66027,10.0959
2001,1996,0.0313042,2.80385,5223.02,5153.58,3790.09,3774.18,1246.32,1226.34,10.2305,10.1714
2002,2003,8.04,97.1114,3885.84,4010.59,3377.5,2691.08,1163.31,1124.01,7.3848,8.26023
2003,3256,15.9305,48.9838,4807.81,4582.23,3692.52,3518.26,1248.82,1200.4,9.50612,9.21473
2005,NULL,0.0220517,0.661138,5348.4,5448.67,4044.32,4313.37,1216.97,1205.08,10.4006,10.4569
2006,2047,0.0817574,28.4615,3373.67,4317.7,3550.82,3306.21,1209.67,1210.32,8.21658,9.60655
2007,2026,0.075032,0.449378,4566.12,4821.43,3661.86,3680.35,1278.68,1274.14,9.65556,9.38746
2008,2001,0.0610795,0.614094,4867.49,5057.31,3828.71,3898.68,1250.41,1229.06,9.9852,9.9746
2009,2015,0.0432662,1.15296,4506.67,4438.4,3518.55,4059.99,1200.89,1175.94,8.98447,8.74833
2010,NULL,0.0461042,1.5057,5394.04,5507.32,3855.82,4316.38,1189.64,1169.94,10.1887,10.3169
2011,2016,1.44588,20.5912,4365.28,4527.88,3459.47,3180,1216.75,1199.9,7.8157,8.47847
2012,XX77,0.833042,13.8296,3977.43,4322.53,3533.38,2939.29,1212.09,1186.17,7.70404,8.11981
2014,3345,0.17793,0.852971,4519.42,4346.33,3789.09,3881.13,1240.78,1232.45,8.9514,8.83913
2015,2043,0.0757885,0.72298,4576.55,4350.98,3773.85,3743.22,1241.42,1226.97,9.13862,8.99351
2016,2012,0.0333771,5.43654,4667.39,4329.81,3392.05,2687.83,1249.01,1217.14,7.40026,8.23718
2017,1883,0.0991092,1.15821,3064.55,3594.55,3408.98,2693.35,1133.79,1098.63,10.1452,10.2212
2018,2025,0.0273527,0.974204,5168.83,4689.09,3501.66,3573.07,1252.46,1218.83,8.2393,8.86682
2019,2024,0.188557,35.5266,3194.36,4061.88,3577.42,2778.12,1160.51,1116.61,8.37261,8.80318
2020,2008,7.2826,108.408,4869.45,5037.18,3756.46,3876.54,1215.39,1177.82,10.0439,9.62652
2022,2043,0.0298113,0.341457,4661.8,4687.58,3455.89,3599.24,1242.2,1227.69,8.98632,9.0718
2023,2035,0.10897,6.03779,4380.8,4326.8,3437.02,3324.68,1155.15,1136.9,9.237,8.95681
2024,2035,0.111959,8.10301,4583.87,4386.16,3435.21,3014.08,1185.6,1094.11,9.46757,9.09424
2025,2028,0.460087,30.9035,3800.6,3836.49,3288.25,2345.45,1117.7,1136.48,8.67218,8.41665
2026,1993,23.2562,104.869,4893.49,4758.1,3737.33,3466.75,1254.85,1197.65,9.65946,9.2951
2027,2020,0.179963,1.12147,5365.31,5477.05,3697.17,3503.7,1242.75,1243.92,10.0737,10.1679
2028,1883,4.15996,45.8274,3639.5,4004.41,3336.77,3220.69,1084.08,1081.31,7.13913,8.21061
2030,2031,6.84863,142.609,4256.34,4461.3,3557.11,3068.38,1192.25,1167.62,8.83401,9.19668
2031,50001,0.145865,1.57609,5112.54,5080,3611.45,3570.44,1243.89,1229.96,9.02747,8.95009
2033,2020,5.13498,73.7745,3936.74,4700.68,3794.15,3559.63,1224.84,1184.92,10.0993,9.93862
2035,NULL,2.00451,170.119,2944.82,4397.2,3677.15,3298.17,1203.37,1134.96,8.14951,9.00249
2036,2003,6.22884,63.9938,3950.73,4363.18,3772.87,3235.69,1226.06,1206.77,9.18266,9.58102
2038,2053,0.879699,50.8641,2506.6,4710.56,3609.04,3790.51,1131.75,1078.32,7.38511,9.04865
2039,NULL,0.891495,74.679,3537.82,4239.51,3745.69,2850.64,1249.78,1190.33,10.6684,10.044
2040,2043,0.0417718,0.199163,4945.44,4993.26,3754.38,3850.34,1258.29,1250.03,9.61547,9.81192
2041,2038,2.38279,18.7697,5014.71,5106.85,3581.41,3219.07,1179.63,1152.47,10.4616,9.75893
2042,NULL,0.441745,3.97772,5171.05,4950.66,3756.48,3557.38,1275.2,1270.55,11.2768,11.3482
2043,50001,27.0621,180.412,5025.12,4819.49,3710.23,3645.42,1244.32,1182.33,9.66559,9.30009
2044,NULL,0.176456,2.71514,5055.58,4956.74,3701.58,3806.08,1242.9,1226.2,11.5124,11.593
2046,2033,0.27044,19.2984,4047.81,4833.04,3704.2,3748.78,1213.79,1221.56,9.898,10.0419
2047,50001,0.72411,40.3525,5376.91,4302.75,3039.39,3426.92,1029.85,1111.07,10.6365,9.02464
2048,2049,0.396514,11.6665,2500.16,4912.48,3221.5,2429.47,1128.65,1108.85,7.70634,9.87075
2049,2061,0.0365348,0.432877,2978.22,3155.48,3378.29,3400.78,1150.01,1133.45,7.24169,7.53529
2050,2058,0.297085,14.9469,5101.2,5229.24,3898.5,4195.03,1274.09,1264.53,9.62812,10.1484
2051,3057,0.386331,23.9889,4642.61,4541.55,3801.9,3614.54,1174.76,1152.7,10.3716,9.70831
2053,3073,6.30438,112.408,5012.94,4814.43,3701.35,3618.04,1210.32,1135.69,9.80516,8.86492
2054,2060,0.033687,8.82589,5348.92,4813.69,3676.66,3842.94,1193.13,1201.62,11.2425,11.5285
2055,2033,0.34522,42.6798,4002.72,4319.9,3691.68,3131.34,1219.71,1191.21,9.65489,9.8387
2056,2050,0.466272,18.6418,5398.58,5431.96,3704.74,4018.28,1138.95,1173.76,10.2552,10.2239
2057,3484,0.580227,24.1974,2267.6,3017.29,3368.77,2357.66,1132.29,1019.15,6.34888,6.97206
2058,3084,0.466549,3.68523,5465.16,5334.84,3841.77,3882.95,1258.62,1248.1,9.96982,9.94497
2059,2068,0.0456715,1.11051,5448.17,5393.28,3827.61,3890.01,1265.23,1258.45,10.1357,10.0079
2060,NULL,0.0336644,1.9329,4545.41,4692.24,3905.88,3918.04,1198.21,1190.72,8.68339,11.1891
2061,3116,4.84988,140.074,4061.15,4324.56,3677.95,3192.04,1219.66,1181.6,9.55423,9.39909
2062,2117,0.117914,30.5568,3769.05,4157.89,3712.9,2678.11,1253.62,1219.81,11.0378,9.48332
2063,2062,0.0441351,0.290975,4125.12,4164.09,3830.91,3906.47,1257.75,1255.77,10.3538,10.6097
2064,2117,0.240383,14.0653,4592.46,4591.73,3355.79,3359.26,1148.09,1078.42,9.77052,9.34132
2065,2058,0.0507247,6.26817,5103.91,4978.9,3904.43,4070.97,1237.62,1219.2,9.61129,9.56676
2066,2156,2.6359,103.258,3973.98,3995.33,3407.99,2853.13,1126.85,1077.88,8.35606,8.1474
2068,2102,0.630197,43.1724,5297.71,4882.54,3672.81,3873.58,1159.98,1148.58,10.4028,9.88531
2070,2055,0.0685218,0.750889,4496.96,4796.84,3926.38,4158.29,1230.9,1227.27,9.76361,9.7114
2071,3073,0.0585957,0.220952,5439.57,5350.99,3651.22,3422.64,1204.6,1171.29,10.4589,9.97637
2072,2075,0.232369,24.5804,3130.84,3726.35,3549.1,2366.06,1130.07,1115.33,6.39689,8.21708
2073,2074,0.149949,2.32747,5499.98,5374.53,3665.84,3911.6,1199.53,1208.74,10.4193,10.3206
2074,2102,0.194713,3.15848,5136.96,5240.18,3701.36,4057.67,1232.53,1217.95,9.37787,9.65766
2075,3054,0.135495,1.87274,3555.39,3479.53,3419.31,2975.81,1172.53,1129.86,7.61313,7.41587
2076,2055,0.197678,37.8173,3421.89,4269.01,3722.17,2944.83,1220.06,1186.67,8.35349,9.57743
2078,2102,0.70519,56.9374,4721.32,4065.03,3731.98,2967.29,1219.03,1141.79,9.2924,8.91406
2079,2086,0.871949,12.7179,5008.49,4534.94,3657.38,3473.83,1199.63,1146.67,8.55905,8.86425
2080,2084,0.53355,4.09451,5288.85,5296.58,3840.98,3559.87,1269.56,1262.08,8.60245,9.79685
2082,NULL,0.137251,1.54803,3146.7,3540.97,3630.22,3511.92,1223.9,1205.3,9.42488,8.9207
2083,2080,2.35584,17.4896,5086.7,5147.74,3912.94,4168.44,1286.71,1280.81,9.36207,9.99444
2084,2043,3.93491,72.3776,4892.94,4922.3,3798.01,3911.89,1223.8,1210.74,10.6721,9.95054
2085,2102,0.118049,0.654031,5093.39,5186.7,3792.55,3998.84,1204.97,1201.74,9.17562,9.82301
2086,2093,0.24389,5.46891,4704.59,4452.31,3625.48,3559.3,1224.63,1176.65,8.83424,8.61428
2088,3053,0.344965,50.3563,2666.55,3504.17,3369.22,2548,1117.16,1077.42,5.6358,7.01306
2089,NULL,0.453817,19.8664,5516.98,5372.87,3764.78,4143.12,1211.82,1219.92,11.3952,10.6884
2090,2117,0.109586,1.29337,4504.31,4494.64,3679.36,3598.17,1246.15,1215.12,8.78527,9.14802
2091,3115,0.180897,2.813,5618.01,5437.11,3906.89,3994.16,1274.4,1240.85,11.2932,11.5928
2092,2061,0.193364,61.7774,3353.19,4544.25,3706.5,3498.27,1196.94,1238.82,9.57491,9.9634
2093,2117,0.315716,38.4779,4337.91,4265.76,3716.09,2889.88,1235.87,1155.88,8.68915,8.56381
2094,2093,0.163259,0.726475,3863.23,3951.47,3629.8,3652.52,1219.75,1216.84,7.34854,7.39323
2096,50001,0.10315,2.95289,4867.37,5181.37,3703.42,3918.28,1252.43,1231.84,8.68771,9.72013
2097,2101,0.0713685,1.34487,2569.49,3554.23,3531.82,2213.13,1190.85,1135.01,6.57844,7.9146
2099,3183,2.04801,32.322,4149.39,4130.59,3578.58,2778.72,1235.52,1156.39,8.9764,8.5043
2100,2133,1.78826,27.278,5649.29,5309.97,3801.31,3789.62,1248.18,1244,10.9194,10.365
2101,2094,0.0312646,1.53539,2453.27,3669.78,3590.74,2690.81,1184.1,1121.62,7.60805,8.16231
2102,2156,3.0851,208.789,4998.94,4703.41,3691.16,3550.51,1201.95,1093.12,9.91381,8.90375
2103,2061,0.0425303,0.954211,4629.02,4868.04,4141.76,4161.34,1277.56,1290.31,10.4219,10.7994
2104,2093,0.0852133,0.801587,5078.61,4574.71,3798.6,3766.78,1242.51,1240.2,9.09773,9.00125
2106,2090,0.0173034,0.134106,4180.36,4215.19,3684.74,3906.85,1250.45,1229.99,9.57891,9.36037
2107,2092,0.507041,82.6228,3134.22,4102.92,3608.02,2671.32,1161.27,1180.12,8.14431,9.10895
2108,2096,0.131449,2.21854,5076.48,5072.34,3859.4,3714.96,1291.95,1283.03,9.55501,9.62728
2109,2084,0.0644156,1.74643,5712.31,5701.32,3777.19,3386.92,1326.35,1292.32,10.919,10.8656
2110,2109,2.06113,13.1155,5553.4,5250.91,3965.03,4212.86,1309.77,1288.8,10.7728,10.798
2114,NULL,0.0694196,7.20087,5646.65,4051.02,3911.95,3054.18,1327.26,1238.67,11.7456,9.8029
2116,3056,0.0922158,0.933109,4392.44,4172.83,3647.12,3520.08,1240.73,1247.69,8.54818,8.55242
2117,2140,14.4399,139.71,3654.06,4294.2,3555.59,3185,1153.68,1143.98,7.93983,8.96097
2118,2121,0.101835,12.6941,5501.53,5435.21,3994.68,4316.14,1291.73,1286.37,11.4917,10.7124
2119,2092,0.0785581,4.077,3569.05,3594.18,3568.34,3274.61,1251.81,1225.24,8.33884,9.54505
2120,2123,0.0447414,0.317965,4542.29,4170.18,3406.39,3747.07,1224.69,1229.18,9.55854,9.4891
2121,3116,0.169191,9.65501,5513.92,5329.83,3853.55,3952.01,1296.82,1290.21,12.4201,11.3212
2122,2061,0.051921,0.408955,4245.83,4283.53,3993.86,4026.83,1324.36,1322.57,12.0297,11.6663
2123,2127,0.0811272,0.755385,4494.6,3953.06,3650.26,3733.07,1216.48,1209.78,9.27651,9.38918
2124,3238,0.0722275,0.955595,5022.69,4887.66,3843.1,4007.7,1315.75,1314.11,12.1201,11.8481
2125,2127,0.127534,0.646892,4108.57,4320.72,3679.4,3473.39,1225.08,1243.06,9.33754,9.36986
2127,2117,1.39299,16.0486,4375.91,4022.23,3625.43,2961.28,1215.43,1193.7,8.78296,8.1342
2128,2127,2.19414,46.4491,3889.75,3718.02,3379.08,2364.44,1149.72,1134.27,9.35234,8.20973
2131,NULL,1.29813,40.6652,3614.95,4075.45,3797.93,2750.76,1218.77,1173.42,9.64306,9.08017
2132,2061,6.1886,30.651,5113.53,5168.83,3853.48,3974.04,1309.79,1283.11,11.5361,11.5005
2133,2134,4.66681,41.1224,5136.97,5111.39,3842.3,3793.22,1283.09,1226.35,10.7601,10.5285
2134,50001,22.0732,191.148,4614.57,4825.03,3676.88,3704.44,1202.72,1192.88,9.86425,9.80208
2138,2107,0.947625,20.8358,4124.57,4341.88,3721.8,3249.02,1253,1230.53,9.27891,9.63531
2140,NULL,0.478563,116.423,2637.24,3778.33,3500.3,2730.64,1168.3,1117.73,7.9374,8.38959
2141,2174,0.100968,9.93346,5257.59,5010.47,3896.88,3910.42,1297.16,1279.62,9.69747,10.1683
2142,2131,0.947551,6.45798,4187.19,4178.44,3762.32,3765.15,1220.26,1196.17,9.97449,9.78746
2143,2092,0.896061,9.6305,5444.02,5276.75,3836.98,3904.73,1306.91,1302.53,10.8776,10.9516
2144,NULL,0.24738,72.1502,5043.76,4913.97,3607.13,3431.55,1166.76,1196.05,10.0108,9.83819
2145,2155,0.144458,1.23706,5076.79,5151.99,4016.22,4201.92,1307.78,1284.49,10.4795,10.5297
2146,2131,0.809069,28.29,3761.91,4319,3527.79,2720.67,1205.26,1194.37,8.71134,9.48536
2147,3487,1.47992,438.005,4419.63,3998.56,3281.31,2813.66,1108.82,1093.41,7.39605,8.13041
2148,3081,0.710677,17.3678,4534.02,5219.12,3887.49,3996.02,1287.91,1253.2,10.2212,10.334
2149,2131,0.412929,44.7896,3602.14,4105.99,3679.91,3170.06,1193.41,1170.47,8.37909,9.30198
2150,50001,0.115802,188.8,5328.38,4823.97,3870.86,3693.81,1226.72,1255.32,10.5184,10.5064
2151,2174,0.353381,6.70843,4934.39,5242.82,3796.75,3959,1256.41,1258.62,11.2697,10.8394
2152,2132,0.427371,10.709,5237.75,5521.03,3881.54,4288.96,1274.25,1249.68,11.3283,11.1386
2153,3237,0.426622,4.81067,5031.8,5165.79,3873.11,3894.93,1309.95,1311.84,11.1507,11.0375
2154,NULL,0.121908,45.3333,4552.62,4901.92,3390.7,3479.61,1133.91,1150.27,8.77545,9.95771
2155,2177,1.34012,21.101,5520.15,5250.39,3886.16,3702.35,1297.14,1261.22,9.96313,10.2036
2156,NULL,19.3107,902.263,3552.12,4099.39,3658.33,3053.4,1143.56,1072.95,9.8727,8.70925
2157,2167,0.72096,31.4282,4430.09,4724.68,3822.56,3107.75,1223.66,1224.82,10.4429,9.80138
2158,NULL,0.552465,12.832,4264.21,4404.8,3375.37,3134.97,1134.8,1112.62,9.65427,9.63622
2159,2133,0.707244,4.19814,4938.23,4649.82,3827.97,3590.54,1313.06,1289.02,10.0246,10.4551
2160,2162,0.123146,11.4768,5329.35,5483.7,3867.04,4266.98,1257.82,1238.17,11.3235,10.799
2161,2168,0.0584983,1.18266,5251.9,5068.88,3546.64,3438.05,1286.87,1292.11,11.0536,10.8702
2162,2132,6.93208,105.604,4999.12,5049.43,3817.37,3878.66,1278.24,1250.86,11.2941,10.407
2163,2143,0.0472538,5.78804,4949.89,4420.29,3748.23,3556.38,1276.13,1251.89,10.5412,10.0385
2164,2217,2.32634,32.4037,4638.16,4877.14,3718.61,3800.77,1188.76,1247.19,10.9642,10.1882
2165,2134,6.462,24.7196,5231.96,5139.03,3759.27,3586.73,1279.58,1247.87,10.3841,10.0826
2166,2170,0.0346988,1.12942,5268.96,5413.48,4019.84,3755.79,1288.41,1284.15,9.89202,10.3027
2167,2204,0.358737,14.9443,4613.44,4324.13,3613.63,3255.25,1222.66,1183.97,9.5143,8.45765
2168,2133,8.02159,150.684,5072.89,4726.44,3831.79,3545.73,1290.81,1215.37,10.6366,9.92252
2169,2168,0.0867369,0.428516,5327.31,5220.35,3767.46,3719.97,1304.23,1285.59,9.27698,9.1926
2170,2165,0.412059,2.62066,5059.79,4769.43,3814.06,3773.39,1299.63,1271.65,10.0082,9.84645
2171,NULL,0.0444536,0.640207,5408.85,5307.15,3952.52,4117.52,1303.09,1335.05,10.7348,10.4848
2173,2165,0.203344,8.25328,5088.71,5132.65,3836.43,2982.62,1276.1,1250.17,10.1209,9.92603
2174,3431,5.04921,93.2608,4449.59,4994.34,3738.57,3886.11,1217.8,1228.2,10.4314,10.445
2175,2217,3.06828,47.2683,3950.63,4674.92,3810.9,3576.62,1253.06,1243.08,9.9492,10.2572
2177,2168,18.8966,145.855,4852.04,5069.82,3832.61,3826.2,1270.03,1224.96,10.0123,9.81723
2178,2174,0.0498688,0.571363,4040.09,4153.72,3715.64,3277.08,1209.31,1181.01,10.1437,10.0695
2179,3431,0.058533,0.687752,4183.98,4303.17,3638.59,3686.09,1191.84,1172.39,10.5755,10.549
2182,3082,0.260309,5.04316,4417.78,4979.58,3808.55,4182.85,1198.86,1142.35,10.3231,10.3799
2183,2191,0.926156,11.2683,3789.52,4960.76,3621.97,2837.64,1207.25,1186.18,9.31604,9.92431
2186,3039,0.50956,21.1109,3715.65,4594.01,3330.44,2448.85,1155.3,1170.05,7.96481,9.30158
2189,2209,2.2203,25.6765,4390.53,4303.8,3533.97,3239.81,1180.36,1201.42,9.55879,9.31995
2190,2217,0.686793,7.70655,5155.53,4923.21,3748.19,3519.54,1248.1,1255.62,10.2087,10.3644
2191,2248,10.7652,187.72,4417.22,4776.47,3734.31,3636.57,1242.62,1222.21,10.1509,10.1
2192,2195,0.145758,23.5133,4628.39,4423.88,3773.13,3241.12,1201.34,1213.28,8.79223,8.81059
2194,2192,0.225252,8.03636,4684.76,3978.31,3700.47,3089.23,1230.83,1236.47,8.23479,8.02094
2195,2202,0.0819747,4.98302,4510.93,4804.28,3660.07,3693.66,1170.36,1188.48,8.98992,9.37108
2196,2199,2.81324,97.3677,4476.42,4272.66,3693.77,2934.22,1223.2,1200.8,8.747,9.4251
2197,2198,0.653272,22.5858,4725.46,4830.89,3429.81,3188.16,1174.3,1217.77,9.98923,9.71243
2198,NULL,2.19483,17.2833,3736.75,4089.67,3585.56,3394.22,1218.8,1182.82,8.01999,8.50654
2199,2197,0.196022,13.0107,5038.55,4837.99,3583.45,2971.44,1215.14,1202.41,9.69839,9.52614
2201,2248,0.440497,40.3316,3476.51,4541.41,3618.84,3219.43,1218.26,1185.19,9.58445,10.0376
2202,3037,1.93596,19.0636,4341.68,4623.87,3804.07,3942.44,1155.68,1121.96,9.59495,9.80827
2203,2199,0.0531248,4.08604,3792.63,4218.02,3576.26,3137.4,1189.17,1155.62,9.20103,9.56289
2204,2209,0.593582,90.2119,3890.5,4412.59,3503.92,3138,1171.52,1177.38,8.63687,8.98742
2205,2204,0.167289,126.509,4051.61,4216.72,3519.51,2929.75,1165.54,1146.55,8.32488,8.45582
2206,2239,0.899376,5.88575,5049.87,5232.84,3851.93,3814.43,1289.14,1289.14,9.15055,9.44683
2207,2215,1.10504,32.4398,4212.5,4579.38,3746.52,3331.23,1264.66,1259.04,10.2135,9.86384
2208,2248,0.300897,78.6714,5139.18,5154.38,3799.11,4013.01,1279.06,1243.34,10.2442,10.1472
2209,2217,0.276854,37.8591,4426.64,4413.36,3353.54,3328.84,1117.35,1157.25,8.1547,8.84376
2210,NULL,0.243587,144.007,3405.48,3713.45,2995.98,2410.33,1058.77,1059.26,5.59551,7.59797
2213,2214,7.35413,110.546,4103.3,4465.84,3626.5,3136.22,1205.74,1212.93,8.3872,9.38854
2214,3040,0.261217,9.58709,4785.51,4924.66,3640.04,3839.57,1203.38,1164.6,9.36791,9.40749
2215,2246,0.351284,11.3114,4165.83,4835.81,3851.47,4138.91,1253.22,1204.25,9.66071,10.2718
2217,2237,6.4506,202.461,3375.38,4697.41,3521.92,3594.14,1143.67,1151.58,7.57309,9.4751
2219,2253,0.705895,15.7358,4493.3,4838.37,3819.69,3796.67,1269.74,1236.39,10.0536,10.4291
2220,3038,0.116847,3.21544,4852.14,4923.48,3756.25,3563,1264.55,1271.44,10.1379,9.96594
2223,2234,1.46457,36.698,5206.01,5314.46,3889.5,4138.27,1306.53,1255.76,10.7956,10.7835
2224,2226,0.459783,6.89458,3897.41,4213.79,3738.34,3505.08,1315.03,1301.03,9.30881,9.96897
2225,2224,0.471249,8.34231,4605.52,4870.33,3792.16,3627.29,1315.73,1286.69,10.2151,10.5439
2226,3179,0.0654031,1.77247,4947.54,4848.89,3604.76,3565.42,1312.74,1307.08,9.78403,10.0588
2227,2243,0.2094,37.2422,3752.97,3519.37,3385.49,2484,1118.02,1118.19,8.83263,7.78314
2232,3042,0.179035,6.02954,5028.51,4575.7,3760.92,3252.07,1275.24,1279.74,9.40041,9.39719
2234,2250,0.0374247,0.32444,5434.99,5519.51,3814.02,3687.37,1315.59,1307.72,11.6834,11.634
2236,2226,0.0148119,4.04445,5382.6,4968.8,3802.41,3832.31,1266.54,1275.65,10.7475,10.5989
2237,NULL,0.281197,3.13262,2612.58,3767.89,3547.46,2986.5,1127.26,1071.12,6.44529,8.50723
2238,2248,2.56774,55.5655,5273.87,5240.1,3798.73,3912.9,1306.67,1280.11,10.9724,10.7621
2239,2225,0.502165,48.7706,4187.45,5041.8,3799.73,3508.56,1315.5,1329.52,10.6197,10.9029
2241,2236,0.061728,3.85352,5193.69,5050.25,3738.85,3566.96,1288.14,1252.82,10.8332,10.4871
2242,2262,0.370362,2.49637,5216.18,5298.27,3817.89,3829.44,1296.14,1289.55,11.4068,11.2857
2243,NULL,0.93842,113.199,3457.17,4207.32,3493.34,2929.35,1142.93,1125.6,7.37326,8.68491
2244,3494,0.176892,3.75192,5555.79,5288.99,3661.92,3808.26,1241.16,1257.28,9.77752,10.0081
2245,2253,2.17559,11.0292,4127.39,4373.81,3744.91,3752.61,1276.19,1247.53,9.29677,9.90401
2246,2244,0.243831,16.7565,5012,5077.49,3794.5,4045.5,1245.8,1220.25,10.7385,10.7701
2247,2245,0.194412,2.5802,3777.82,4271.79,3721.05,3184.76,1249.49,1241.87,10.7442,10.5782
2248,3960,5.18096,331.043,3658.72,4821.4,3648.34,3599.38,1172.1,1211.56,10.9758,10.1185
2249,2259,0.303742,43.9852,5572.96,5318.32,3915.54,4123.63,1217.19,1253.64,10.2196,10.2643
2250,2238,0.289755,7.52003,5238.11,5330.54,3862.23,4027.85,1297.08,1292.42,10.6797,11.0106
2251,3494,0.0661104,2.5654,5012.71,5075.51,3589.92,4025.75,1204.28,1233.35,10.6982,10.4695
2253,2266,2.00655,41.7746,4512.28,4921.2,3680.06,3688.18,1234.77,1222.53,9.83308,10.2186
2255,2265,0.742736,31.1554,5678.81,5306.55,3803.24,4043.96,1258.41,1272.99,10.5003,10.2588
2256,2262,0.614883,15.1645,5665,5192.33,3757.69,4014.79,1222.06,1201.76,10.8515,10.2621
2258,NULL,0.134772,3.04689,5358.05,5365.38,3685.63,3539.42,1226.12,1224.01,10.5442,10.5256
2259,3043,2.32665,45.5904,4613.36,5084.44,3757.68,4047.62,1231.48,1212.11,10.4275,10.4078
2260,NULL,2.33685,198.264,5131.01,4634.56,3807.54,3480.78,1259.42,1207.52,10.3306,9.79854
2261,2266,26.5821,189.271,4630.87,4145.57,3670.49,2833.25,1233.13,1169.15,8.81384,8.78694
2262,2268,19.0484,171.202,4460.27,4950.76,3641.46,3793.46,1210.72,1191.63,8.92633,9.76511
2265,2260,5.4249,95.3504,4838.56,4980.99,3688.28,3810.72,1206.61,1208.99,9.33856,9.51695
2266,2275,8.96966,46.9879,4728.1,4733.19,3707.84,3653.51,1240.17,1190.57,9.90784,9.9897
2267,2274,1.2611,47.3058,3259.19,4779.29,3798.59,3529.74,1236.69,1218.72,10.3325,10.3199
2268,3959,1.61054,32.841,4549.99,4505.51,3572.13,3789.99,1195.08,1190.77,8.59733,8.94872
2269,2267,0.0632975,2.18737,3543.78,4383.23,3859.65,4067.75,1280.62,1220.76,8.15722,10.0351
2270,NULL,0.863784,92.716,4579.69,4253.54,3502.12,2885.68,1207.47,1139.24,8.04895,9.0885
2272,NULL,0.303304,135.778,2785.5,4554.46,3356.63,3418.56,1075.6,1141.39,7.64715,9.28533
2274,2275,0.695411,42.0542,4568.01,5021.98,3581.91,3889.29,1136.81,1141.62,8.64797,10.0318
2275,2277,0.832354,168.391,3620.16,3874.31,3554.2,2628.68,1143.76,1090.45,8.76862,8.38353
2277,3044,1.75219,132.791,4078.51,4747.57,3528.95,3700.46,1147.77,1176.99,8.76402,9.67754
2278,NULL,1.64376,117.351,3759.41,4376.28,3715.12,3095.28,1217.02,1184.58,9.93217,10.1586
2279,NULL,0.483978,10.4674,5401.62,5187.66,3819.32,4120.72,1211.05,1191.66,9.72649,10.0371
228,138,0.138109,4.44152,4688.03,5372.35,3823.31,4096.56,1308.18,1253.57,11.4644,11.1809
2280,NULL,0.55981,32.7318,5104.97,5340.81,3766.94,4240.61,1179.15,1195.84,9.32988,10.5973
